topic_id,global_top_words,n_docs_total,first_month,last_month,n_months_active,n_subcluster_hits
55,"ringgit kuala, malaysia shares, time dotcom, renong, 70 ringgit, united engineers, ringgit telekom, 10 sen, lumpur stock, untraded, 30 ringgit, tenaga, ringgit investors, 90 ringgit, 60 sen",402,2000-01,2013-12,19,20
56,"80 rand, 40 rand, 50 rand, rand johannesburg, 10 rand, 70 rand, gold index, 30 rand, composite share, 90 rand, africa stocks, networking commerce, 35 rand, industrial index, africa shares",418,2000-01,2013-05,18,18
57,"pence logica, pence arm, 100 closed, spirent, pence energis, pence announcing, gained pence, pence despite, dropped pence, pence british, pence shell, london stocks, heavyweight vodafone, bookham, pence bp",559,2000-01,2015-08,24,24
58,"poor smallcap, nyse fell, nyse gained, cap nasdaq, nyse traded, nyse rose, nasdaq advancing, smallcap 600, nasdaq small, measured russell, cap markets, overall nasdaq, nyse jumped, nyse climbed, nyse added",2203,2000-01,2010-09,101,117
59,"stockholm general, omx index, fell kronor, framfab, stockholm shares, 50 kronor, general index, icon medialab, finnish rival, rival nokia, kronor stockholm, kronor amid, medialab, operator telia, ericsson rose",459,2000-01,2008-07,19,21
60,"75 baht, baht bangkok, thailand shares, foreign board, thailand stocks, hana microelectronics, thailand index, 50 baht, 25 baht, telecomasia, board volume, baht bank, excluding shares, baht thai, siam cement",436,2000-01,2005-03,19,19
61,"pesos banco, acindar, volumes totaled, merval index, pesos telecom, pc holdings, perez companc, companc, merval, stock volumes, banco galicia, general index, irsa, company perez, leading shares",439,2000-01,2001-05,17,19
62,"printcafe, hp enterprise, jds said, antec, general semiconductor, solectron, financial expecting, mr osha, tellabs, kriens, agere, novellus, 3com said, kriens said, manugistics",4092,2000-01,2019-05,77,87
63,"ordinaries index, ordinaries, heavyweight news, ecorp, broken hill, hill proprietary, wireless optus, australia shares, sausage software, telstra fell, telstra rose, led advancers, corp ordinary, optus, algom",470,2000-01,2016-03,22,22
64,"nt nt, exchange weighted, cents nt, 50 nt, gained nt, nt 50, winbond, limit nt, winbond electronics, maker mosel, volume valued, vitelic, mosel vitelic, unchanged volume, dropped nt",425,2000-01,2019-12,23,23
65,"brussels shares, bel 20, euros brussels, belgian shares, real software, euros fortis, colruyt, leading belgian, telindus, fortis rose, miniere, fortis fell, barco, euros real, 20 index",362,2000-01,2001-05,17,17
66,"venture manufacturing, singapore shares, natsteel, natsteel electronics, unchanged volume, datacraft asia, datacraft, singapore cents, 50 singapore, omni industries, dbs land, times index, mediaring com, led advancers, 60 singapore",399,2000-01,2016-10,21,22
67,"tse 60, tse 14, 300 composite, bombardier class, exchange 300, stock groups, toronto stocks, company celestica, scotia gained, bce fell, york indexes, company jds, chip trading, groups ended, 60 index",716,2000-01,2014-05,29,29
68,"ministers welcomed, mr buttiglione, mr haider, mr giscard, ceta, candidate countries, buttiglione, kostunica, mr welteke, lepper, soederman, durao barroso, mr kostunica, apec, nice treaty",2493,2000-01,2017-11,62,65
69,"lg card, sk global, seoulbank, daewoo motor, chohung, cao singapore, hyundai investment, hyundai group, bupyong, chohung bank, keb, hyundai engineering, woori, dong ah, hana bank",1447,2000-01,2016-01,79,87
70,"ms druyun, druyun, fcs, mr stonecipher, launch aid, jsf, farnborough england, mr forgeard, forgeard, mr albaugh, farnborough international, mr muilenburg, farnborough, uac, cseries",1319,2000-01,2019-07,64,64
71,"andersen partners, andersen worldwide, mr komansky, mr marron, mr steffens, mr peek, berardino, windhorst, azeo, mr tusa, mr desano, mr biver, komansky, mr fama, verey",1702,2000-01,2019-06,48,49
72,"mexico class, bellwether telefonos, pesos mexico, centavos, class cpo, telmex class, key ipc, centavos 25, pesos retailer, centavos 16, centavos 22, city stocks, cpo shares, banacci, centavos 24",512,2000-01,2017-04,22,22
73,"tenders received, inflation chips, threat value, york treasurys, price yielding, indirect bidding, indirect bid, denominations 100, bond bulls, pressprich new, giddis head, larry milstein, trading pressprich, gemma wright, note settled",9020,2000-01,2021-12,240,290
74,"rupiah shares, 25 rupiah, indonesia shares, 150 rupiah, garam, bellwether telekomunikasi, gudang garam, gudang, 50 rupiah, operator indosat, 100 rupiah, hm sampoerna, rupiah jakarta, 250 rupiah, rupiah 13",392,2000-01,2001-03,15,15
75,"xetra 30, technologies ifnny, dax xetra, jones euro, stoxx index, french cac, cents quoted, joined single, ase composite, index sectors, delivery comex, subindex led, national indexes, decliners london, tracks europe",5287,2000-01,2015-08,176,187
76,"send reprint, reprint requests, 33 orders, bookstar, list paperback, brentano coles, dalton bookland, coles coopersmith, doubleday scribners, books bookstar, borders brentano, com contribute, sales booksellers, bookland, scribners",122,2000-01,2007-05,9,10
77,"ypg, kostunica, manbij, mr kostunica, opcw, taguba, mr milosevic, kobani, idlib, ghouta, mr abadi, afrin, cambone, houthis, syrian observatory",14799,2000-01,2021-11,226,352
78,"mae 30, york mortgage, outperformed treasurys, ginnie maes, current coupon, coupon mortgage, securities outperformed, prepayment risks, coupons outperformed, versus treasurys, refinancing index, mbs, mae mortgage, ginnie, outperforming treasurys",608,2000-01,2013-06,31,31
79,"madrid shares, euros madrid, mr villalonga, cantabrico, euros iberdrola, index spain, euros telefonica, euros banco, ureta, publicidad, telefonica internet, villalonga, telefonica fell, ibex 35, endesa iberdrola",447,2000-01,2012-02,19,19
80,"judge sotomayor, judge kavanaugh, judge gorsuch, dr ford, judge roberts, judge barrett, ms kagan, judge alito, justice gorsuch, gorsuch, sauls, grutter, judge garland, miami relatives, justice barrett",5525,2000-01,2021-12,162,182
81,"reals sao, reals preferred, reals worth, 50 reals, banespa, globo cabo, reals shares, holding eletrobras, 80 reals, 10 reals, cesp, brazil stocks, reals power, 20 reals, reals cable",397,2000-01,2012-03,18,21
82,"nextwave, mr forsee, lightsquared, title ii, clearwire, wayport, bell rivals, forsee, mr ergen, ipcs, portability rules, wimax, montana power, spectrum holdings, metropcs",4331,2000-01,2019-11,113,129
83,"ubiquiti, transmeta, ftx, menlow, ipopros, zoopla, loudcloud, commscan, robinhood, menlow said, agere, therasense, ipopros com, divine interventures, interventures",1364,2000-01,2021-07,91,93
84,"boo com, french users, freeserve, miller freeman, lost boys, nazi memorabilia, multimania, ncba, alando, white ops, kimo, united news, libertysurf, ms brink, twitter ipo",186,2000-01,2013-09,11,15
85,"shanghai class, jones shanghai, china 88, shenzhen index, shenzhen counterpart, shenzhen class, 88 index, jones china, zhejiang southeast, shanghai share, shanghai index, guangdong electric, technically reserved, counterpart gained, shenzhen share",1205,2000-01,2020-07,54,54
86,"telmex tmx, pesos shares, americas sector, cap merval, key americas, americas markets, tsx 60, key ipc, toronto 10, pesos brazil, toronto stocks, 35 traded, cpo shares, reals mining, 300 composite",2144,2000-01,2010-01,98,101
87,"cecere said, noninterest expense, think collectible, lending profitability, day compound, offs loans, measure lending, demchak said, compound yield, pruzan said, mr demchak, average loans, nycb, cecere, mr sewing",3011,2000-01,2021-10,81,92
88,"curtin survey, net percent, capability industry, capability utilization, reported capability, intermeeting period, indicate percent, continuing unemployment, mr broaddus, washington raw, anthony nieves, pce inflation, expenditures price, ozyildirim, continuing claims",6407,2000-01,2021-12,177,185
89,"tweber, mrs lewis, paternot, catcha, elderhostel, mr mabry, mr barach, mr buettner, moloshok, depauw, wsj_host, barach, bowlin, mothernature, brabender",635,2000-01,2010-11,15,17
90,"mr abdulmutallab, mr shahzad, mr mehsud, noordin, zazi, mr awlaki, baasyir, ghailani, mr zardari, mqm, mr karzai, abdulmutallab, mr ghani, riduan, saipov",8800,2000-01,2021-07,176,290
91,"ms mester, mr harker, mr clarida, fed leader, mr rosengren, clarida said, mester said, dot plot, mester, mr kocherlakota, clarida, kocherlakota, mr barkin, barkin said, ms brainard",4422,2000-01,2021-11,152,161
92,"cardizem, quintiles, webmd, gillings, healtheon webmd, healtheon, jean coutu, data quintiles, coutu, biovail, beauty com, private fee, doctor owned, coutu group, phar",92,2000-01,2010-12,13,13
93,"ahmsa, banespa, bancomer, serfin, najera, ipab, banacci, banco galicia, mabe, probursa, bbv, nazar, bsch, aceralia, inglés",241,2000-01,2015-08,12,12
94,"ms rhee, nclb, parent trigger, uft, hoxby, bharucha, teacher evaluation, ms byrd, harbor school, teacher evaluations, naep, mr bobb, accreditors, ineffective teachers, fariña",4454,2000-01,2021-05,127,130
95,"brien bob, david gaffen, bob new, gaffen, poor smallcap, send suggestions, unchanged nyse, issues advancing, write robert, nyse fell, smallcap 600, premarket action, nasdaq lehman, com marketbeat, 16 nasdaq",2148,2000-01,2020-10,84,105
96,"baa1 bbb, yield margin, global notes, piece priced, 144a debt, moody single, chase salomon, moody triple, leads deal, year piece, syndicate officials, rated baa1, treasurys offered, barney leads, treasurys issue",553,2000-01,2009-05,24,25
97,"mr farrah, sequim, pomerol, telephone attitude, donaghy, chablis, mr emmerson, pinot gris, perse, mr cavalli, slatkin, mr barzun, cycladic, chenin, chenin blanc",1920,2000-02,2020-12,55,56
98,"tweber, mydoom, sobig, jul, shadow brokers, lulzsec, nimda, ransomware, blaster worm, spyware adware, adware, choicepoint, sobig virus, antispyware, mr mitnick",1757,2000-02,2021-12,76,79
99,"mr kohlhaussen, kohlhaussen, mr barnevik, bbg, mr fahrholz, fahrholz, barnevik, elektrim, pzu, bgb, dresdner commerzbank, mr breuer, kamps, mr kott, rupf",905,2000-02,2016-09,29,29
100,"a3xx, 777x, winglets, cseries, a320neo, cush said, 747x, mr brégier, dc air, brégier, cush, ansett, mr cush, amr creditors, dragonair",2473,2000-02,2018-03,71,74
101,"good column, rayford, elgindy, column got, ms singleton, dr gay, laimbeer, mr elgindy, tureen, mr iverson, diamondbacks, mr mcgwire, mr ripken, whitby, mcgwire",521,2000-02,2013-02,18,19
102,"bodek, order types, holdings ax, ecns, pcx, mr sidhu, nyse members, archipelago deal, philadelphia exchange, 366 seats, flash orders, direct edge, ratterman, nasd members, cbot",1311,2000-03,2019-06,58,60
103,"reckson, captec, egl, finova, mr bertolini, biosite, berkadia, wesley jessen, partnerre, travelcenters, bfgoodrich, vwr, bertolini, macklowe, rechler",1029,2000-03,2019-05,37,40
104,"continues chairman, brings board, joins firm, continues chief, continue responsibilities, named additional, succeeds founder, continue director, mr cantalupo, succeeds james, succeeds john, named partner, succeeds michael, succeeds david, president controller",4234,2000-03,2021-03,97,108
105,"franzia, atecs, sairgroup, collective dominance, quinsa, sleeman, algroup, sabena, distrigaz, emi time, sair, mr milberg, interbrew, pzu, mr monti",705,2000-03,2016-06,23,23
106,"mr ailes, bancrofts, mr baquet, mr brauchli, chandlers, mr fitzsimons, bancroft family, elefante, brauchli, baquet, tribune stock, mr zannino, zannino, chandler family, ailes",942,2000-03,2013-09,45,45
107,"gaspin, ebersol, upn, voom, mr sassa, xfl, sassa, mr ebersol, dolgen, mr seacrest, mr ergen, intertainer, ms couric, lorre, mr karmazin",3443,2000-03,2013-05,89,96
108,"poloz, mr poloz, provider cqg, poloz said, stephen poloz, economists royal, cmhc, governor stephen, mr morneau, jimmy jean, cqg dollar, nonenergy exports, gmt australian, rba, morneau",2353,2000-03,2020-02,121,134
109,"mr weldon, mercuria, 2001 bonus, mr kloet, compensation 2011, compensation excluding, plan compensation, mr kandarian, options 1999, mr montag, pension value, mr stockert, 2012 compensation, petrello, kandarian",324,2000-03,2014-03,17,17
110,"frozen coke, mr daft, wine alcohol, coolbrands, mr isdell, mr heyer, mr laguarta, isdell, suiza, sodastream, laguarta, ms minnick, mr whitley, dasani, aquafina",244,2000-03,2018-08,14,14
111,"mr dooner, dooner, tempus, mr coen, hotbot, mead vickers, appnexus, ad blocking, bungey, amstel light, white ops, arvato, mr partilla, mr haupt, fullscreen",656,2000-03,2018-06,29,30
112,"romneys, taxact, rossotti, form 1040x, 1040x, irs says, office deduction, buffett rule, amended return, slott, irs web, houk, taxcut, irs publication, caparo",1536,2000-04,2021-07,65,67
113,"mr rutelli, mr bossi, mr letta, rutelli, mr grillo, veltroni, mr bersani, bossi, mr renzi, mr mattarella, ulivo, bersani, letta, mr alema, mr monti",932,2000-04,2021-02,71,71
114,"ameriserve, bestfoods, agribrands, sundsvall, mr daft, mr lenny, nabisco group, mr enrico, mr reinemund, ibp, hillshire, sobe, reinemund, mr dasburg, mr mackey",709,2000-04,2018-08,22,22
115,"seoul summit, gyeongju, mr kganyago, mr zoellick, velarde said, mr mundell, gyeongju south, mr geithner, turhan, kganyago, sdrs, adb, sifis, south trade, velarde",305,2000-04,2015-10,17,17
116,"cyberrebate, tweber, genachowski, mr genachowski, firstnet, ezgov, hvide, rodota, cyberrebate com, mr pai, mr littell, google voice, title ii, net neutrality, network neutrality",234,2000-05,2021-04,24,24
117,"mr maran, mr milliken, milliken, trade envoys, reject amend, cafta, uranium program, maran, tpa, tpp, track legislation, tactical nuclear, retired steelworkers, globalizers, oppose fast",215,2000-05,2018-10,11,11
118,"sondland, mr sondland, ms miers, ms yovanovitch, mr strzok, yovanovitch, strzok, judge kavanaugh, dr ford, ms abedin, parnas, miers, mr parnas, vindman, pagliano",2489,2000-05,2021-07,61,69
119,"bykov, mr kozeny, itera, kozeny, mr makarov, tpsa, kulczyk, svyazinvest, krasnoyarsk, sbs, kulczyk holding, makarov, russia aluminum, handlowy, pekao",54,2000-05,2011-07,9,10
120,"vaping, juul, vaping products, mr lorello, lorello, vaping industry, flavored cigarettes, sacklers, sale flavored, vaping related, judge kaye, brown williamson, vape, liggett, unit loews",479,2000-05,2019-11,46,47
121,"mr trudeau, ftaa, trudeau, coderre, pierre trudeau, mr lighthizer, mr butts, nafta talks, new nafta, mulcair, lighthizer, canada dairy, poloz, eggleton, trudeau said",208,2000-05,2018-09,21,21
122,"lescure, mr messier, mr lescure, vivendi environment, fourtou, mr fourtou, telepiu, mr bebear, media utility, bronfmans, cegetel, hannezo, mr dehecq, vivendi new, universal publishing",259,2000-06,2004-01,15,15
123,"warmbier, kaesong, cheonan, mr roh, mr ri, thaad, jong eun, dprk, mr hatoyama, yeonpyeong, inter korean, mr moon, mr fowle, thae, denuclearization",3801,2000-06,2021-12,151,152
124,"mr felt, broadus, asman, com oct, chagnon, juraj, host march, com feb, mr bragg, kageyama, mr podhoretz, roiphe, mr bartley, com march, mr cage",984,2000-06,2021-11,31,32
125,"sauvignon blanc, dottie, sauvignon, corkage, syrah, beaujolais, domaine, chablis, john good, chardonnays, special bottle, sauternes, sancerre, rhone valley, grenache",1049,2000-07,2013-04,32,35
126,"bone meal, kuenast, horse meat, starlink, bio rad, listeria, prions, snow brand, marler, brain wasting, jakob disease, duis, starlink corn, pedialyte, creutzfeldt jakob",692,2000-07,2017-01,24,24
127,"729 750, fha, hamp, shorebank, fha backed, fan fred, option arms, treasury indexed, loan modification, modification program, gses, modify loans, mortgage averaged, mr dann, nothaft",3696,2000-07,2020-09,100,133
128,"mr netanyahu, mr gantz, gantz, mr barak, lapid, likud, netanyahu likud, mr lapid, mr sharon, arab parties, mr peres, isaac herzog, mandelblit, benny gantz, gantz said",587,2000-08,2021-06,30,33
129,"kaizaki, bridgestone firestone, tread separation, wilderness tires, ford bridgestone, atx, firestone tires, karbowiak, tire failures, tires ford, firestone ford, ford firestone, firestone, mr ono, mr nasser",62,2000-08,2001-08,5,5
130,"ercot, pg edison, distributed generation, ferc, rtos, puc, ercot said, mr south, reliability council, edison pg, sierra pacific, international transmission, isos, council texas, schriber",489,2000-08,2021-03,28,28
131,"machar, mr machar, mr kiir, kiir, mr gbagbo, mr mandela, m23, mr ouattara, mr odinga, shekau, mr kony, mr jonathan, kony, mr kenyatta, lra",1662,2000-08,2019-02,80,84
132,"mr kiley, dr kelly, mrs blair, new labour, ms maier, mr portillo, mr gilligan, mrs thatcher, mr hoon, duncan smith, mr hague, zeiss, alastair campbell, kelly death, portillo",569,2000-08,2014-04,22,23
133,"mr haffa, haffa, bewag, veag, mr kron, mr montebourg, em tv, vonovia, metso, terraform, montebourg, converteam, alstom energy, scania capital, alstom board",195,2000-08,2015-12,11,11
134,"ipcc, tongass, phil jones, mr pachauri, perchlorate, mr gover, climatic research, pachauri, caldor, giesen, climategate, nepa, neveu, climate research, carbon sinks",1240,2000-08,2021-08,41,42
135,"gilets jaunes, gilets, jaunes, hartono, mr macron, macron, voluntary carbon, yellow vests, fuel taxes, castaner, gilet, mr piebalgs, fuel tax, yellow vest, jaune",111,2000-09,2018-12,8,8
136,"mr federer, samaranch, artest, federer, kinzler, iqaluit, del potro, potro, wozniacki, djokovic, stoudemire, mr djokovic, nordegren, entine, ioc",389,2000-09,2013-02,15,15
137,"pfc manning, ivins, mr ulbricht, intertek, ulbricht, col davis, fort detrick, karapetyan, aluminum shapes, dr lee, aiding enemy, wen ho, bruce ivins, gen lewis, ho lee",166,2000-09,2016-10,12,12
138,"gen mcchrystal, mcchrystal, graner, satisfactory progress, depleted uranium, general petraeus, gen petraeus, cambone, mr karzai, sbirs, qader, petraeus, abm treaty, adm blair, tarmiyah",1202,2000-09,2016-09,38,42
139,"videotron, cantv, nelvana, mr ergen, grupo méxico, ergen, messrs packer, packer murdoch, ackerley, sky global, echostar, satellite interests, gemstar, falloon, quebecor",102,2000-09,2012-11,8,8
140,"proview, mr elop, sendo, elop, z10, visorphone, gprs, wap, treo, wcdma, webos, lte, pixi, droid, td scdma",5021,2000-09,2021-03,96,110
141,"degrees source, sunny high, bosarge, home bedrooms, forecast sunny, mr schron, serhant, schron, listing agent, bedrooms baths, estates affiliate, bathrooms half, greenacres, cloudy high, hilton hyland",1244,2000-09,2021-12,46,48
142,"mr varsavsky, yazam, varsavsky, kara response, round joined, nutanix, einsteinet, vitago, tl ventures, mr samwer, samwer, jazztel, net partners, angellist, venture economics",424,2000-11,2020-03,31,32
143,"flight 370, réunion, flight 8501, search zone, hishammuddin, mh370, 8501, transasia, underwater search, hammarskjöld, missing flight, réunion island, 239 people, lumpur beijing, flight 17",570,2000-11,2018-11,21,22
144,"raffensperger, mr raffensperger, mr torricelli, undervotes, poliquin, mail ballots, torricelli, absentee ballot, provisional ballots, vote mail, overvotes, machine recount, absentee ballots, canvassing board, provisional ballot",612,2000-12,2021-05,30,32
145,"kammerer, introverts, mr jassy, hanigan, ms merrick, business guidebook, albertina, cernich, guidebook rivers, jassy, furniss, high potentials, extroverts, career coach, obstacle small",1774,2000-12,2021-11,63,65
146,"bellesiles, race theory, critical race, juneteenth, arming america, com aug, mable, uhlig, mr thurmond, rufo, legacy preference, rustin, angelus, mr ramaswamy, probate records",495,2000-12,2021-07,23,25
147,"suthep, mr suthep, ms yingluck, mr samak, yingluck, mr abhisit, mr thaksin, suthep thaugsuban, thaugsuban, gen prayuth, samak, rak thai, thai rak, somchai, mr subianto",632,2001-01,2019-04,37,37
148,"letsbuyit, duerden, newconomy, letsbuyit com, ieper, belgian assets, rhodia, bue, fpi, bodson, flv, concordat, commission belgian, mr bodson, rhodia shares",45,2001-01,2001-10,2,2
