topic_id,global_top_words,n_docs_total,first_month,last_month,n_months_active,n_subcluster_hits
230,"umbach, sleep away, tsa, broadway producers, geraghty said, private pilots, away camps, flight restrictions, owners pilots, shoulder launched, general aviation, helfand, use resort, passengers bringing, lock early",20,2003-03,2003-03,1,1
231,"bond requirement, tobacco bonds, light cigarettes, mr camilleri, bonding requirement, nicholas byron, fielding said, ordered philip, morris usa, appeal bond, 1998 tobacco, bond order, camilleri, mo 34, madison county",34,2003-04,2006-07,5,5
232,"ghadhban, mr maliki, mr shahristani, krg, mnf, mr naimi, mr allawi, allawi, shahristani, mr sistani, iraqi engineers, tikrit, khafaji, al khafaji, sistani",1170,2003-04,2017-03,51,58
233,"spammers, sendmail, commercial mail, mr zuccarini, antispam, sobig, cloudmark, smathers, previous spam, zuccarini, spammer, adware, messagelabs, unsolicited commercial, spams",242,2003-04,2006-05,9,9
234,"pin debit, retroactive rate, swipe fee, webloyalty, vertrue, mr gruenberg, signature debit, existing balances, advanta, tjx said, gruenberg, honor cards, card legislation, fee limits, card associations",81,2003-04,2017-04,13,13
235,"trans dniester, dniester, evian france, osce, summit evian, novorossiisk, vanik, mr sharon, jackson vanik, felgenhauer, trans caspian, allawi, kazakhstani, sorenstam, bankwest",155,2003-05,2008-06,7,8
236,"peoplesoft board, peoplesoft customers, peoplesoft products, peoplesoft shares, peoplesoft, peoplesoft said, peoplesoft shareholders, said peoplesoft, peoplesoft edwards, oracle bid, bid peoplesoft, craig conway, peoplesoft stockholders, peoplesoft poison, offer peoplesoft",241,2003-06,2013-06,20,20
237,"ofheo, mr brendsel, brendsel, mr falcon, fannie accounting, parseghian, ofheo report, mr raines, mac accounting, fannie executives, ofheo fannie, fannie board, oversight ofheo, mr glenn, fas 133",314,2003-06,2016-11,26,26
238,"calendar times, jul, today calendar, gmt followed, glance data, data approximately, aus, index 1400, 2350, eia weekly, 0130, 0830, ska, 0030, country event",527,2003-06,2014-11,28,29
239,"ms suu, nld, mr thein, rohingyas, thein sein, rakhine, kachin, mr enkhbayar, ms yingluck, rohingya, rakhine state, kyi, suu, suu kyi, htin kyaw",1506,2003-06,2021-12,71,72
240,"mr willumstad, old lane, mr corbat, aksia, mr pandit, willumstad, ms fraser, mr rotella, mr montag, mr weill, sipprelle, corbat, mr sipprelle, ms krawcheck, medina mora",396,2003-07,2020-11,23,23
241,"mr weschler, pbgc, balance plans, retired pilots, wyly family, brokerage window, private accounts, wyly, wylys, weschler, mr iwry, prof siegel, acf, security surpluses, roth accounts",361,2003-07,2019-07,30,30
242,"trans fat, trans fats, low carb, bariatric surgery, myelin, glycemic, carb, bariatric, total fat, hydrogenated, ayub, bromate, nutritional data, cartilage, carb diets",325,2003-07,2015-04,21,21
243,"crop tour, bushels acre, pro farmer, conab, farmland values, bushel chicago, grindings, york cocoa, billion bushels, million bags, arabica coffee, arabica, cutrale, cotton delivery, guar",1872,2003-08,2019-08,74,75
244,"mr edmondson, mr minkow, minkow, allegations mci, edmondson, edmondson said, mci, said mci, traffic canada, mr ebbers, mci used, mci employees, showalter, paying access, mci says",26,2003-08,2004-02,5,5
245,"mr bustamante, bustamante, cruz bustamante, mr schwarzenegger, dioguardi, gov cruz, mr mcclintock, ms angle, mr maldonado, schwarzenegger campaign, ueberroth, mr ueberroth, tom mcclintock, proposition 13, mcclintock",230,2003-08,2014-01,14,14
246,"grasso pay, mr grasso, nyse directors, grasso compensation, grasso received, grasso resignation, mr britz, grasso, britz, nyse board, labranche, committee governance, mr desano, webb report, mr mccall",223,2003-09,2005-06,9,11
247,"cotecna, mr scheffer, mr stoltenberg, kojo, stoltenberg, ituri, kojo annan, mr macron, stoltenberg said, bangui, dzurinda, inf treaty, 9m729, zapad, windrush",547,2003-09,2021-10,29,35
248,"ms lindh, lats, million lats, anna lindh, independent scotland, lindh, gerb, mr oppermann, mr wilders, mr barnier, oppermann, mr cameron, ukip, single parenthood, riksbank",183,2003-09,2014-10,9,9
249,"lord black, mr esser, ravelston, hollinger international, hollinger, hollinger board, schulte hillen, mr radler, payments lord, radler, mr ailes, mr heekin, executives hollinger, controls hollinger, esser",71,2003-11,2005-08,4,4
250,"cita, mr lighthizer, safeguard quotas, lighthizer, global quota, mr bassett, jinhua, 15 tariffs, esquel, premier liu, trump xi, european textile, lighthizer treasury, chinese textiles, round tariffs",1301,2003-11,2020-06,52,52
251,"mr tonna, tonna, mr tanzi, zini, mr fiorani, fiorani, tanzi, cirio, mr bondi, mr fazio, parmalat, fausto tonna, parmalat bonds, parmalat executives, million parmalat",290,2003-12,2013-07,19,19
252,"aliyun, infosys bpo, exporter revenue, bpo, satyam, wns, mr maheshwari, mahindra satyam, tech mahindra, ultrabooks, mge, software exporters, software exporter, mr ashok, mr gurnani",113,2003-12,2012-09,8,8
253,"ounce platinum, gold struggles, compete yield, york gold, ton nickel, ounce palladium, ira epstein, copper december, metals silver, palladium rose, april platinum, klopfenstein, ounce comex, palladium fell, copper consumer",5021,2004-01,2020-07,147,175
254,"gomory, argue offshoring, offshoring free, saved reinvested, compiled megan, nervous work, 1b program, mr dobbs, mr mankiw, mr schrader, ballinger jim, employ america, jobs debate, megan ballinger, industries nervous",235,2004-02,2009-12,8,8
255,"van vijver, vijver, ms boynton, mr chevalier, sir philip, ormen lange, ormen, mr pouyanné, lord browne, der veer, van beurden, beurden, aar, afren, walter van",259,2004-03,2015-04,15,15
256,"ab inbev, eric molson, ambev, ian molson, anheuser said, inbev anheuser, domingo family, mr brito, modelo, femsa cerveza, millercoors, yuengling, busch iv, anheuser shares, molson",306,2004-03,2019-11,28,28
257,"mr dehecq, dehecq, sanofi bid, aventis board, aventis shareholders, sanofi offer, aventis shares, bid aventis, aventis, talks aventis, arixtra, aventis sanofi, der velden, devedjian said, sanofi",19,2004-04,2004-04,1,1
258,"vpi, castro wright, kmart sears, mr lampert, mr coughlin, lampert, coughlin told, biodegradable packaging, usga, soft smooth, anti wal, sears deal, mr bowen, roehm, inglewood",163,2004-04,2011-02,9,9
259,"vicuña, akris, mr polet, mr groom, loro piana, polet, mr arenas, loro, piana, facchinetti, mr garavani, garavani, christina binkley, lanvin, ms peck",504,2004-04,2013-10,25,25
260,"puts allow, outstanding gained, puts priced, calls priced, previously outstanding, calls traded, cents position, cents contracts, puts traded, puts sold, trader appeared, contracts compared, puts selling, cents cboe, traders picked",1531,2004-05,2013-07,80,84
261,"mfis, national thermal, mr gopalakrishnan, mr premji, megaworld, tcs, araneta, gopalakrishnan, moneylenders, premji, ballinger jim, dalits, argue offshoring, offshoring free, saved reinvested",117,2004-06,2009-12,10,10
262,"ril, mr vollmer, baiji, ovl, elsam, mmscmd, d6, vollmer, yugansk, png lng, alkatiri, d6 block, ongc, knoc, towngas",988,2004-06,2017-07,49,54
263,"yugansk, sibir, yuganskneftegaz, mr khodorkovsky, mr timchenko, mr sechin, kerimov, mr reiman, mr kerimov, timchenko, russian shareholders, baumgertner, mr kozlov, gunvor, avtovaz",1683,2004-07,2020-02,63,68
264,"bowdre, mr scrushy, scrushy, sentencing recommendation, stone case, karon bowdre, judge karon, scrushy trial, bacanovic, mr bacanovic, karon, ms pao, false certification, melgen, mr credico",108,2004-07,2020-02,5,5
265,"geoengineering, agr, csb, cop26, ls power, didion, blowdown, totalenergies, desertec, waxman markey, scope emissions, glasgow summit, cellulosic, energy transition, appian",998,2004-07,2021-10,25,25
266,"mr scoble, scoble, mr conn, mr ballmer, msft 99, ex dividend, dividend date, mr matus, microsoft stock, microsoft shares, vulcan, ballmer, divisor, hinder new, matus",23,2004-07,2013-05,7,7
267,"jammal, duelfer, saddamists, mr qahtani, qaqaa, al qaqaa, terrorists saddamists, qahtani, bin ladin, mr sevan, ajmi, col davis, lord butler, iraqis build, duelfer report",235,2004-07,2013-05,9,9
268,"prepa, rosselló, mr fugate, storm force, coast live, southeast louisiana, rosselló said, mr rosselló, gov blanco, lake pontchartrain, eqecat, industrial canal, mr nagin, surge flooding, nagin said",1608,2004-09,2021-09,51,59
269,"mary mapes, blood libel, piven, loughner, dupnik, mapes, com jan, burkett, eliminationist, press oct, mr burkett, site oct, eliminationist rhetoric, hofstadter, com oct",119,2004-09,2011-01,4,4
270,"ms gillard, mr rudd, mr latham, gillard, oakeshott, super profits, gillard leadership, resource super, katter, simpkins, newspoll, rba, rudd, liberal nationals, mark latham",204,2004-09,2015-10,20,20
271,"cajasur, bankia, loterias, novo banco, pet coke, mr groenink, sareb, espírito, espírito santo, mr goirigolzarri, banco espírito, groenink, oak finance, goirigolzarri, antonveneta",348,2004-09,2016-11,25,25
272,"poll oct, nationwide margin, reuters zogby, voters nationwide, polls pollingreport, source polls, pollingreport, pollingreport com, graphical representation, cnn usa, points cnn, likely voters, 2004 000, battleground poll, points george",50,2004-10,2004-11,2,2
273,"não, disse, disse que, seus, também, até, pela, seu, anos, maior, diz, sua, numa, produtos, mais",579,2004-11,2005-08,10,10
274,"foodland, southcorp, metcash, alinta, wmc, national foods, molson shareholders, wmc shares, techem, macquarie media, stockland, mr kerzner, olympic dam, wheaton river, agl",1425,2004-11,2016-06,39,41
275,"mr ovitz, ovitz, mr litvack, mr eisner, litvack, disney director, disney directors, bollenbach, eisner said, mr bollenbach, ovitz disney, ubisoft, contract joined, finding neverland, disney 14",124,2004-11,2012-03,8,8
276,"tech mahindra, bsnl, patni, gtl infrastructure, mtnl, kamat, bharti mtn, fictitious cash, radio bandwidth, godrej, mahanagar telephone, unitech, satyam, gtl, bharat sanchar",1837,2004-11,2014-06,36,53
277,"banda aceh, leyte, port au, au prince, ms wild, haiyan, aceh, typhoon haiyan, bohol, banda, padang, srilankan, samar, patong, khao lak",869,2004-12,2020-05,33,33
278,"tpv, lcd tv, prime view, korean accounting, mr hirai, inotera, nanya, kakao, changhong, powerchip, nand, billion nt, ohtsubo, chubachi, lg philips",1502,2004-12,2019-11,62,64
279,"kobo, nook tablet, dis 02, mr riggio, byng, nflx 44, amzn 06, berney, shatzkin, digital titles, tsujihara, twingo, author solutions, vudu, ibookstore",698,2004-12,2013-03,24,24
280,"qwest mci, mci board, mci shareholders, qwest bid, qwest offer, notebaert, mr notebaert, verizon mci, offer mci, offer qwest, mci qwest, mci shares, mci investors, acquire mci, mci verizon",117,2005-02,2013-09,6,6
281,"adoboli, libor manipulation, libor submissions, investigation libor, dsb, manipulate libor, mr agius, mr kerviel, missier, del missier, mr wheatley, libor scandal, broeksmit, rate indexes, agius",1397,2005-02,2017-05,41,42
282,"finite risk, mr liddy, starr international, aig 18, aig independent, transaction aig, mr zarb, finite reinsurance, nontraditional insurance, aig starr, starr foundation, risk reinsurance, general aig, uht, aig accounting",338,2005-03,2010-01,11,12
283,"mr gettelfinger, mr whitacre, auto task, gettelfinger, mr wagoner, gm 35, fritz henderson, gm 68, frederick fritz, ariens, whitacre, gm delphi, gettelfinger said, mr york, chrysler financial",856,2005-03,2021-08,25,27
284,"mr iksil, iksil, mr purcell, mr antioco, heleniak, mr ricciardi, luparello, meguid, ms magner, codina, ms drew, mr viniar, mr perella, antioco, mr thain",612,2005-04,2016-01,25,26
285,"reserve center, mr linick, mr hagel, linick, mr bolton, palmeiro, mr gleeson, navy reserve, bolton nomination, jacksonians, westermann, guard reserve, jewish lobby, hagel, hagel confirmation",127,2005-04,2020-06,6,6
286,"mr mundie, mundie, mr houser, ps3, auto iv, mr humble, mr riccitiello, wii, riccitiello, xbox 360, e3, rockstar, ubisoft, ea, nexon",242,2005-05,2016-10,34,34
287,"unocal shareholders, yingde, unocal board, offer unocal, cnooc bid, cosl, ms xie, shenhua, deal cnooc, nexen, cnooc, cnooc offer, petrokazakhstan, unocal, hfc 23",308,2005-06,2017-03,22,22
288,"storagetek, mr donaldson, sihpol, kilby, kerkorian tender, donaldson sec, hooters, cao singapore, mr purcell, killen, scrushy, klux klansman, mr sihpol, niku, builders stocks",34,2005-06,2005-06,1,1
289,"ms varney, mysql, mr donatelli, interoperability information, donatelli, versata, ocean spray, mr dabah, dabah, ms kroes, iridium, lindt, losec, kroes, 2004 decision",197,2005-06,2018-02,16,16
290,"mr darnell, mr hassell, amegy, mr moynihan, ms krawcheck, helocs, lendup, mr thain, hassell, bonuses merrill, trups, krawcheck, bankatlantic, harbor florida, futureadvisor",371,2005-07,2016-08,12,12
291,"public warehousing, blackwater, news emailed, emailed subscribers, subscribers business, morning brief, sign mail, goodling, brief look, quotes day, mr maliki, mr olmert, look day, journal adds, mr fastow",383,2005-07,2008-08,19,20
292,"reicin, mcdarby, cona, took vioxx, merck defense, mr lanier, vioxx caused, taking vioxx, mr irvin, federal vioxx, vioxx, vioxx cases, arrhythmia, vioxx trial, mr seeger",91,2005-08,2008-09,7,7
293,"agbank, mr charoen, qdii, wumart, huijin, kaisa, huishang, shenzhen development, xugong, sinopec engineering, wing hang, hanergy, cinda, picc, link reit",6819,2005-09,2021-12,126,170
294,"araya, hurricanes harvey, harvey irma, irma, hurricane harvey, vcg, irma maria, irma hit, hurricane effects, remained 300, harvey hit, claims drawn, continuing claims, 95 september, hurricane irma",238,2005-09,2017-10,7,7
295,"storm harvey, brown convention, addicks, hurricane rita, petroleum infrastructure, harvey landfall, william hobby, lake houston, rep shays, response katrina, nagin, mr nagin, texas coast, tuesday harvey, houston port",164,2005-09,2017-08,2,6
296,"refco, milmoe, mr mirchandani, refco securities, bawag, refco capital, refco futures, mirchandani, refco llc, refco bankruptcy, refco regulated, refco said, owed refco, phillip bennett, refco chief",93,2005-10,2005-12,3,3
297,"mr gettelfinger, gettelfinger, kaster, delphi bankruptcy, uaw gm, vebas, uaw, veba, delphi gm, gm uaw, mr millstein, delphi, 000 uaw, employees beneficiary, uaw members",64,2005-10,2014-09,4,4
298,"mr nath, farm tariffs, aid trade, ftas, mr mandelson, cut farm, traditional knowledge, doha round, htil, ms schwab, nath, mandelson, fta, mandelson said, kong ministerial",143,2005-12,2013-11,18,18
299,"guidant, boston scientific, scientific bid, scientific guidant, guidant shareholders, rhythm management, cardiac rhythm, animas, funtleyder, guidant shares, guidant said, bsx 56, guidant corp, guidant share, notify doctors",23,2005-12,2015-02,2,2
300,"mr mulvaney, cfpb, mulvaney, mulvaney said, mart watch, wakeupwalmart, enforcement supervision, ilc, mr mudd, cordray, regulating auto, mart application, mart bank, greenspan letter, cfpb rule",38,2006-01,2018-04,4,4
301,"mr mordashov, xinmao, draka, mordashov, severstal deal, dollé, arcelor shares, mr zaleski, verbund, arcelor, mittal bid, mr dollé, mittal shares, arcelor board, arcelor shareholders",172,2006-01,2010-12,8,9
302,"developments auto, political insight, tally companies, insight analysis, coverage auto, movements sign, coverage chinese, lucky recent, coverage spread, news read, car talk, intraday stock, tech developments, latest health, journal capital",84,2006-01,2006-06,6,6
303,"dp world, eller, dp, port security, oriental steam, peninsular oriental, dubai ports, steam navigation, doncasters, ports deal, based peninsular, baltimore miami, terminal operations, ports world, navigation london",64,2006-02,2006-03,2,3
304,"mr mousavi, mr amano, mr rouhani, mr zarif, jalili, irisl, gen soleimani, karroubi, houthis, mr khamenei, mousavi, amano, parchin, mr haftar, zarif",3724,2006-02,2021-12,115,136
305,"suez gdf, bid suez, converium, eiffage, sacyr, suez shareholders, ovshinsky, mr ovshinsky, siemens mitsubishi, elektrim, bernotat, bme, enel acciona, acciona, lotos",624,2006-02,2014-11,22,24
306,"mr rauf, ms hirsi, rauf, park51, feisal abdul, abdul rauf, hirsi, hirsi ali, word allah, el gamal, westergaard, feisal, mr westergaard, mr wilders, proposed mosque",271,2006-02,2015-01,14,14
307,"rapleaf, mr imus, ad blocking, imus, mr costolo, admeld, costolo said, postbox, mr ailes, quora, playdom, admob, ita, mr arrington, gdpr",1957,2006-03,2021-09,57,61
308,"proview, frand, judge koh, mosaid, essential patents, apple patents, mercexchange, ipad trademark, slide unlock, samsung legal, samsung lawyers, wi lan, standard essential, samsung infringed, ntp",391,2006-03,2020-08,30,30
309,"kt, icahn group, kt management, lg card, kt shares, kwak young, kyoon, maker kt, kt said, stake kt, keb, steel partners, mr kwak, korean tobacco, kwak",39,2006-03,2015-07,4,4
310,"naxal, mr modi, mr yoffie, mr megrahi, states india, ted heath, megrahi, lord mandelson, modi, mr heath, yoffie, modi said, civil nuclear, pillai, mumbai attacks",139,2006-03,2020-01,24,24
311,"daca, title 42, secure communities, diversity visa, unaccompanied children, daca recipients, haitian migrants, ask asylum, visa lottery, traveling families, migrant protection, path citizenship, review legislative, border illegally, pathway citizenship",1678,2006-03,2021-12,73,74
312,"phages, thrombectomy, peanut corp, h1n1 vaccine, h3n2, microcephaly, north general, adjuvants, ccr5, measles cases, measles, dingoes, phage, h1n1, hantavirus",491,2006-05,2019-05,18,18
313,"ofheo, mr mudd, ofheo report, als, mr paulson, mudd, paulson chairman, engelhard, settlement accounting, lee price, niculescu, mr kremer, joined goldman, past compensation, confirmed look",37,2006-05,2006-09,3,3
314,"round games, browder, global demographic, mr browder, mr heye, round 16, corte inglés, cup host, ise, american communist, replacement fertility, world cup, eberstadt, dihk, inglés",19,2006-06,2006-06,1,1
315,"buffett foundation, susan thompson, mccaffery, recent grants, buffett decision, makena, bachher, total grant, examples recent, ronnie chan, mr blyth, philanthropic pursuits, artiman, ms garrett, berkshire class",40,2006-06,2019-07,9,9
316,"mr kloppers, osisko, chinalco, kloppers, riversdale, sinosteel, inco falconbridge, falconbridge, incitec, oz minerals, icvl, tethyan, inco, esmark, canpotex",844,2006-06,2014-10,25,25
317,"mr gonçalves, castella, mr zidane, gonçalves, zidane, cotto, materazzi, kyprianou, highbury, pacquiao, juventus, bullfighting, mr ronaldo, serie, test cricket",40,2006-07,2011-09,3,3
318,"preventer, blowout preventer, dispersants, adm allen, 20 explosion, spill happened, kulluk, spill response, bp transocean, bureau ocean, cuadrilla, mr bromwich, horizon drilling, rig owner, macondo",3090,2006-08,2021-11,72,84
319,"pediatric emergency, families wal, replacement nurses, lactose, read food, costamagna, pbm, eitc, pbms, mr gladwell, lactose intolerance, mr bond, expand preschool, neumark, fe san",76,2006-08,2013-02,3,3
320,"baskins, mr delia, keyworth, pretexting, mr hunsaker, hunsaker, ms dunn, outsourcing solutions, security outsourcing, kevin hunsaker, patricia dunn, action research, sherbin, directors journalists, board leaks",87,2006-09,2011-04,7,7
321,"amr creditors, delta creditors, american airways, american creditors, mr grinstein, combined airline, airways shareholders, delta northwest, delta airways, merger delta, amr airways, grinstein, airways delta, airways america, airways merger",176,2006-11,2013-08,11,11
322,"nasdaq ice, mr niederauer, ice nasdaq, mr greifeld, niederauer, börse nyse, francioni, börse deal, allied world, niederauer said, tmx, ndaq 32, euronext board, greifeld, suez environment",602,2006-11,2020-09,35,36
323,"friday roundup, wednesday roundup, tuesday roundup, reports subscription, mr barkindo, southern nigeria, barkindo, energy news, ft reports, falih, subscription required, bp safety, marketbeat, exports belarus, irans",139,2006-12,2020-01,6,6
324,"cotai, sands china, mr okada, pokerstars, okada, mr nazarian, nazarian, pequots, china schyy, schyy, melco crown, bay sands, mr murren, corp lvs, wynn resorts",353,2006-12,2012-12,20,20
325,"mr rumayyan, gpb, mr bhatt, memx, owl rock, pif, blackstone ipo, dexion, blue owl, mr wasserstein, leviev, tradebot, mr leviev, rumayyan, petershill",529,2007-03,2021-10,20,21
326,"prettyman, cronut, aphasia, surf city, lanai, schad, mr fahrenkopf, mr gebremariam, mr ansel, pattaya, turrell, potting, mr royer, gebremariam, fahrenkopf",232,2007-04,2014-11,8,8
327,"riza, mr wolfowitz, melkert, shaha riza, wolfowitz, shaha, president wolfowitz, ms folsom, package girlfriend, mr coll, board ethics, interests institution, promotion package, mr malloch, mahmoudi",90,2007-04,2007-12,4,4
328,"frishberg, mr riddell, mr mcglashan, mr jerome, preferred lenders, mcglashan, efp, ffel, xpress, bharucha, fafsa, riddell, preferred lender, nelnet, aid director",202,2007-04,2019-03,9,9
329,"abn shareholders, rbs consortium, values abn, groenink, buy lasalle, rbs team, lasalle sale, abn agreed, sell lasalle, dutch supreme, sale lasalle, hagemeyer, abn barclays, mr groenink, rbs led",105,2007-05,2009-06,7,7
330,"wsjmarkets, wsjmarkets com, decliners common, price gainers, weakness tracks, com complete, list selling, largest inflow, list markets, money list, selling strength, tracks stocks, decliners new, largest outflow, spdr trust",6374,2007-05,2013-03,69,186
331,"sanlu, fountain set, melamine, lee der, foreign tire, hangzhou zhongce, zhongce, diethylene, diethylene glycol, development brief, sanlu group, smarties, kuneva, shijiazhuang sanlu, early light",241,2007-06,2015-03,10,11
332,"cpdos, carlyle capital, ms callan, queen walk, bear shareholders, sivs, grade structured, enhanced leverage, valassis, mr cioffi, super senior, stearns shareholders, cmbx, kkr financial, auction rate",822,2007-06,2020-03,17,26
333,"mr sinofsky, iphone 4s, mr cue, iad, lumia 920, 3gs, mr elop, evo 4g, iphone 3gs, mr ive, sinofsky, lumia, droid, skyhook, elop",809,2007-07,2020-04,35,39
334,"allco, axa aph, abc learning, aph, allco finance, opes, babcock brown, intoll, challenger financial, axa asia, transurban, learning centres, city pacific, westrac, incitec",361,2007-08,2011-02,16,16
335,"core prices, orders motor, continuing claims, mulraine, millan mulraine, preeg, nondefense capital, curtin chief, excluding aircraft, payrolls fallen, june reading, consumption expenditures, index personal, ism, demand nondefense",283,2007-08,2016-08,16,16
336,"day compound, compound yield, mmf, simple yield, exempt mmf, yield assumes, assumes reinvestment, mmf investor, day simple, nontaxable funds, yield nontaxable, yield retail, municipal mmf, funds alpine, retail class",238,2007-08,2012-10,27,29
337,"obr, fpc, op bank, icb, mr weale, weale, fls, ons said, gmac rfc, boe officials, boe benchmark, boe target, ukfi, mpc members, tombs economist",2417,2007-09,2020-11,71,92
338,"borse dubai, borse, stake omx, nolet, eex, ms furse, oger, dubai bid, mr greifeld, omx ab, omx shares, furse, vedior, operator omx, ketel",61,2007-09,2009-02,4,4
339,"aqsiq, cpsc, preventive controls, 000 toys, phthalates, ms nord, recalled toys, mga, bratz, mattel, leegin, million toys, minimum pricing, modern trading, mr eckert",74,2007-09,2009-10,7,7
340,"absolute capital, zwirn, mr bent, aequitas, gottex, tisbury, mr hohn, rokos, edsparr, ritchie capital, mr novogratz, glg, rab, manduca, fraidin",621,2007-09,2015-10,25,25
341,"mr follieri, follieri, parnas, mr parnas, mr boyland, mr seabrook, boyland, forkner, mr forkner, mr hsu, kassab, fruman, gristina, liu campaign, messrs parnas",98,2007-09,2021-10,9,9
342,"tce, sir win, mr pandit, sivs, mr peek, cit, mtm, cit said, tlgp, mr crittenden, abx, mr mcquade, pandit, cit 52, bdc",560,2007-10,2017-06,20,23
343,"euh, demuro, mr hayek, calello, varvel, woori, mr calello, swatch, woori finance, global industrials, hayek, mr padoa, keb, kb chairman, entrecanales",36,2007-10,2010-06,2,2
344,"garlock, oreck, transocean halliburton, westcon, agfeed, hoku, trileptal, mr stauffer, online debit, orchard supply, cengage, england compounding, maine law, tag unit, barbier",110,2007-11,2020-11,5,5
345,"wirecard, wison, mr orsi, balthazard, siekaczek, markus braun, tüv süd, gevrey, pélata, spagnolini, glaucus, tüv, mr weigand, unaoil, wirecard said",430,2007-11,2020-07,18,18
346,"ms huffington, dauman said, mr bewkes, mr dauman, dbsd, bewkes, bewkes said, weekday circulation, mr moonves, mr vogt, dauman, starz, aereo, cc media, ms winfrey",652,2007-11,2013-08,17,18
347,"glickenhaus, vix, weekly options, popik, mr ranieri, vix futures, uptick rule, mr arnopolin, usmv, splv, arnopolin, cboe volatility, hyzy, oberhaus, volatility vix",329,2007-12,2019-08,11,12
348,"cfls, cfl bulbs, fluorescents, tidal power, ionizers, solarcity, compact fluorescent, mr bigelow, ariens, rutan, rocketplane, mr rutan, compact fluorescents, mississippi power, drax",51,2008-01,2013-05,3,3
349,"mr subianto, subianto, mr ghani, mr zardari, dr abdullah, mr karzai, mr anwar, qadri, pml, mr sharif, mr musharraf, mr qadri, zardari, abdullah abdullah, muslim league",577,2008-02,2019-05,28,29
350,"cifg, mr dinallo, mr clarkson, fgic, kolchinsky, dinallo, mr callen, ambac, rescap, mbia, insurer ratings, cpdos, mgic, insured portfolio, nrsros",300,2008-02,2012-11,11,13
351,"ralls, amsc, sinovel, sany, hydrazine, weapons space, zte, huawei, huawei zte, antisatellite, 9m729, oregon wind, draft treaty, inf treaty, cfius",65,2008-02,2019-01,3,3
352,"nakheel, mr sanea, dubai world, sanea, exposure dubai, sukuk, investment organizations, dubai debt, alinghi, restructure 26, adia, arabtec, month standstill, nasdaq dubai, unit nakheel",282,2008-03,2014-09,12,12
353,"diebold, mr jenson, chairman strauss, ea, guitar hero, blockbuster grand, jenson, utc, pleasants, zelnickmedia, auto game, mr geisler, mr pleasants, said diebold, activision",19,2008-03,2009-04,3,3
354,"mr giddens, giddens, naf, ocwen, newpage, creditors lehman, fhfa, james giddens, texas competitive, lehman brokerage, fdic receivership, dwek, ms tilton, giddens said, judge peck",363,2008-04,2016-05,12,13
355,"mr pallotta, wamu, mr killinger, killinger, mr kovacevich, wachovia board, pallotta, mr steel, landamerica, kfn, wb 91, wamu shares, wachovia banking, lanty, natcity",261,2008-04,2008-11,7,9
356,"spinks, nfa, subsidized rice, dog meat, food articles, folley, mr kempthorne, indec, borlaug, seyoum, dfa, primary articles, rice prices, tofu, tetangco said",169,2008-04,2014-07,11,11
357,"obr, mr clegg, lib dems, mr miliband, lord mandelson, leader nick, nick clegg, miliband, lib dem, expenses scandal, mr darling, clegg, parliamentary expenses, budget responsibility, comres",653,2008-05,2015-07,27,27
358,"4chan, ms mayer, powerset, qatalyst, mr quattrone, yahoo board, microsoft proposal, microsoft withdrew, icahn slate, bostock, yahoo shareholders, yahoo core, mr bostock, quattrone, yahoo chairman",66,2008-05,2015-12,4,4
359,"mr larian, popcap, larian, ferb, phineas ferb, bratz, mga, smurfs, phineas, mr calabrese, viagogo, fisher price, mattel, brawer, mr bryant",30,2008-05,2011-07,2,2
360,"naked short, ferc, 799 financial, selling ban, ms masters, ban short, naked shorting, short ratio, msrb, uptick rule, banned short, short selling, sec ban, mr coscia, bacci",134,2008-07,2013-07,9,9
361,"lubitz, mcas, mr muilenburg, sinnett, germanwings, flight 9525, colgan, yuasa, muilenburg, ethiopian airlines, lion air, mr elwell, trent 900, 737 max, airlines 787",1534,2008-07,2021-12,60,62
362,"terraform, taylor bean, ms tilton, zohar funds, terraform global, terraform power, kamensky, standard general, sunedison, oncor, mr kamensky, molycorp, ubiome, venoco, haggen",2142,2008-08,2020-09,71,75
363,"mr akin, gosnell, kermit gosnell, fetal tissue, tri city, fluoridation, ms fluke, cardinal dolan, todd akin, newsletters click, dr kass, planned parenthood, com april, cover contraception, parenthood said",316,2008-08,2021-11,21,22
364,"ms lincoln, spin derivatives, banks spin, mr dodd, lincoln ark, legislation progress, regulation bills, council regulators, debt limit, ms bair, mr boehner, mr needham, consumer agency, budget conference, defund obamacare",1391,2008-09,2021-10,31,35
365,"mr mcdade, mcdade, mr marsal, mr fuld, mr gosin, lehman headquarters, leboeuf, gosin, dewey leboeuf, mcdade iii, calwest, wilmers, mr lutnick, suncal, mr wilmers",112,2008-09,2016-09,10,10
366,"manesar, etios, maruti, suzuki india, toyota kirloskar, unit suzuki, kirloskar, hero motocorp, motocorp, delhi maruti, wheeler maker, maruti suzuki, tvs motor, ntpc, motor india",1064,2008-09,2014-08,39,51
367,"length months, emba, program length, aacsb, application deadlines, executive mba, hear thoughts, sortable chart, comparator, mr senior, table use, deadlines july, sortable, executive students, use expanded",128,2008-09,2010-09,3,4
368,"gov palin, news emailed, emailed subscribers, subscribers business, morning brief, sign mail, brief look, sen obama, paper adds, palin, quotes day, look day, sen mccain, mcclatchy newspapers, biggest news",50,2008-09,2008-11,3,3
